Ecole fondamentale libre Saint-Vincent,Rue du Chanoine Scarmure 15 ,7060,505799059,40731050,Primaire ordinaire
Ecole fondamentale libre Saint-Vincent,Rue Félix Eloy 6 ,7060,505792005,40725544,Maternel ordinaire
Ecole fondamentale libre Saint-Vincent,Rue Félix Eloy 6 ,7060,505792005,40725544,Primaire ordinaire
Ecole fondamentale libre Saint-Vincent,Rue Godimont 3 ,7060,505724889,40024459,Maternel ordinaire
Ecole fondamentale libre Saint-Vincent,Rue Godimont 3 ,7060,505724889,40024459,Primaire ordinaire
Ecole fondamentale libre Saints Pierre et Paul,Rue de la Thyria 21 ,5651,502832587,44242072,Maternel ordinaire
Ecole fondamentale libre Saints Pierre et Paul,Rue de la Thyria 21 ,5651,502832587,44242072,Primaire ordinaire
Ecole fondamentale libre Saints Pierre et Paul,Rue de la Thyria 16 ,5651,502832175,44231451,Maternel ordinaire
Ecole fondamentale libre Saints Pierre et Paul,Rue de la Thyria 16 ,5651,502832175,44231451,Primaire ordinaire
Ecole fondamentale libre - Athénée Maïmonide,Boulevard Poincaré 67 ,1070,508417300,43395084,Maternel ordinaire
Ecole fondamentale libre - Athénée Maïmonide,Boulevard Poincaré 67 ,1070,508417300,43395084,Primaire ordinaire
Ecole fondamentale libre Beth Aviv,Avenue Molière 123 ,1190,508161512,43457365,Maternel ordinaire
Ecole fondamentale libre Beth Aviv,Avenue Molière 123 ,1190,508161512,43457365,Primaire ordinaire
Ecole fondamentale libre Saint-Rémy,Rue Gaston Héraly 1 ,5060,504184105,46200675,Maternel ordinaire
Ecole fondamentale libre Saint-Rémy,Rue Gaston Héraly 1 ,5060,504184105,46200675,Primaire ordinaire
Ecole fondamentale libre Saint-Jean-Baptiste,Rue du Collège 27 ,5060,504327027,46124178,Maternel ordinaire
Ecole fondamentale libre Saint-Jean-Baptiste,Rue du Collège 27 ,5060,504327027,46124178,Primaire ordinaire
Ecole fondamentale libre - Institut Sainte-Catherine,Rue Sainte-Catherine 17 ,5060,504350673,46106744,Maternel ordinaire
Ecole fondamentale libre - Institut Sainte-Catherine,Rue Sainte-Catherine 17 ,5060,504350673,46106744,Primaire ordinaire
Ecole fondamentale libre - Institut Sainte-Catherine,Rue Notre-Dame 26 ,5060,504421192,46079707,Maternel ordinaire
Ecole fondamentale libre - Institut Sainte-Catherine,Rue Notre-Dame 26 ,5060,504421192,46079707,Primaire ordinaire
Ecole primaire libre Saint-Benoît,Avenue de la Gare 68 ,6720,497235914,56401706,Primaire ordinaire
Ecole primaire libre Saint-Benoît,Avenue de la Gare 109 ,6720,497168116,56344780,Primaire ordinaire
Ecole fondamentale Louise de Marillac,Avenue Eugène Plasky 184 ,1030,508528632,43966059,Maternel ordinaire
Ecole fondamentale Louise de Marillac,Avenue Eugène Plasky 184 ,1030,508528632,43966059,Primaire ordinaire
